name,order,line,lat,lon,old_name
金海湖,14.0,5,30.9310875016622,121.487728349986,
奉贤新城,15.0,5,30.9163131866589,121.491534399342,
港城路,1.0,6,31.3552572058151,121.570603140778,
外高桥保税区北,2.0,6,31.3499512641287,121.582694097251,
航津路,3.0,6,31.3375153517515,121.589781190228,
外高桥保税区南,4.0,6,31.3237655312075,121.597725699578,
洲海路,5.0,6,31.3143994509044,121.585197000933,
五洲大道,6.0,6,31.3046921760315,121.585104108159,
东靖路,7.0,6,31.2928062707775,121.584621572153,
巨峰路,8.0,6,31.2828084148351,121.584234710882,
五莲路,9.0,6,31.2741518738264,121.583753072657,
博兴路,10.0,6,31.2661406,121.582651099999,
金桥路,11.0,6,31.2593229,121.5775913,
云山路,12.0,6,31.2532335,121.5669032,
德平路,13.0,6,31.2476236,121.5600894,
北洋泾路,14.0,6,31.2411683,121.5477984,
民生路,15.0,6,31.2370638,121.5405786,
源深体育中心,16.0,6,31.2350364,121.5298954,
世纪大道,17.0,6,31.2310106,121.5227522,
浦电路,18.0,6,31.2222020966522,121.524639648647,
蓝村路,19.0,6,31.2137025110625,121.523423717398,
上海儿童医学中心,20.0,6,31.2061475999999,121.5195474,
临沂新村,21.0,6,31.1958016999999,121.513158399999,
高科西路,22.0,6,31.187678621819,121.505168338467,
东明路,23.0,6,31.1747979,121.5065829,
高青路,24.0,6,31.1614947,121.511301599999,
华夏西路,25.0,6,31.1519915,121.5103152,
上南路,26.0,6,31.1511939,121.5019944,
灵岩南路,27.0,6,31.1507738,121.4908095,
东方体育中心,28.0,6,31.1554592999999,121.475829599999,
美兰湖,1.0,7,31.403688873312,121.345310398382,
罗南新村,2.0,7,31.390582054445,121.352803631737,
潘广路,3.0,7,31.3660077524653,121.351317399532,
刘行,4.0,7,31.3597292016965,121.357765649631,
顾村公园,5.0,7,31.3451773,121.3698399,
祁华路,6.0,7,31.3241778032798,121.368833599848,
上海大学,7.0,7,31.3223632999999,121.383934699999,
南陈路,8.0,7,31.3235583500778,121.393662900119,
上大路,9.0,7,31.3169814687172,121.403868837096,
场中路,10.0,7,31.3056312956284,121.408622103432,
大场镇,11.0,7,31.2951955445457,121.411586713203,
行知路,12.0,7,31.285928359596,121.417158529378,
大华三路,13.0,7,31.2756221607551,121.418492372471,
新村路,14.0,7,31.2653361656866,121.418117633032,
岚皋路,15.0,7,31.2580255919337,121.417140521755,
镇坪路,16.0,7,31.2485315302411,121.427079621056,
长寿路,17.0,7,31.2417353866572,121.433771268604,
昌平路,18.0,7,31.2354606055672,121.438147280435,
静安寺,19.0,7,31.2237594999999,121.4407549,
常熟路,20.0,7,31.2151666,121.4464856,
肇嘉浜路,21.0,7,31.2005962876548,121.445919927576,
东安路,22.0,7,31.1925176374386,121.449957894025,
龙华中路,23.0,7,31.1860311127529,121.452704143487,
后滩,24.0,7,31.1740514206298,121.469377910477,
长清路,25.0,7,31.1766451514401,121.481708650746,
耀华路,26.0,7,31.1805254135689,121.490305022385,
云台路,27.0,7,31.1842229208676,121.495910104136,
高科西路,28.0,7,31.1879231885926,121.505667263358,
杨高南路,29.0,7,31.1896763845781,121.520112930044,
锦绣路,30.0,7,31.1897504377987,121.535697807291,
芳华路,31.0,7,31.1953298535192,121.545780749927,
龙阳路,32.0,7,31.2030493999999,121.5524565,
花木路,33.0,7,31.2131876926787,121.558567166699,
市光路,1.0,8,31.3247935999999,121.5276336,
嫩江路,2.0,8,31.3167497623272,121.527492376699,
翔殷路,3.0,8,31.3071133,121.5275779,
黄兴公园,4.0,8,31.2978585999999,121.5288185,
延吉中路,5.0,8,31.2907317,121.5306115,
黄兴路,6.0,8,31.2809549,121.5240955,
江浦路,7.0,8,31.2769932,121.514193699999,
鞍山新村,8.0,8,31.2752635999999,121.5051698,
四平路,9.0,8,31.2768578999999,121.496991999999,
曲阳路,10.0,8,31.278536,121.485791799999,
虹口足球场,11.0,8,31.2718993881483,121.474723581092,
西藏北路,12.0,8,31.265566,121.4645728,
中兴路,13.0,8,31.2550779999999,121.4643534,
曲阜路,14.0,8,31.244194,121.466956899999,
人民广场,15.0,8,31.234551181918,121.470825009287,
大世界,16.0,8,31.2291468,121.474928899999,
老西门,17.0,8,31.2208466,121.478433799999,
陆家浜路,18.0,8,31.2138544,121.4814802,
西藏南路,19.0,8,31.2037360660034,121.485118018795,
中华艺术宫,20.0,8,31.1871935726474,121.489353215046,
耀华路,21.0,8,31.1802693440105,121.490216344537,
成山路,22.0,8,31.1727623,121.4917772,
杨思,23.0,8,31.1630199,121.489011799999,
东方体育中心,24.0,8,31.1553732,121.4760043,
凌兆新村,25.0,8,31.1411864415257,121.483045269821,
芦恒路,26.0,8,31.1202134999999,121.4938183,
浦江镇,27.0,8,31.0986273853722,121.501875355032,
江月路,28.0,8,31.086308566089,121.504212702741,
联航路,29.0,8,31.075631706142,121.506208381123,
沈杜公路,30.0,8,31.0634817216506,121.507895205997,
上海松江站,1.0,9,30.9869126999999,121.2263732,
醉白池,2.0,9,31.0028512,121.2244749,
松江体育中心,3.0,9,31.0179937,121.226237099999,
松江新城,4.0,9,31.0322111,121.226258599999,
松江大学城,5.0,9,31.056174072515,121.228175427729,
洞泾,6.0,9,31.0865418508825,121.22603451591,
佘山,7.0,9,31.1062374020817,121.22536185,
泗泾,8.0,9,31.1204097000746,121.255879750183,
九亭,9.0,9,31.1394470776143,121.315213488855,
中春路,10.0,9,31.1512614635945,121.332950437155,
七宝,11.0,9,31.1604889999999,121.323541499999,
星中路,12.0,9,31.1600026319601,121.364066806642,
合川路,13.0,9,31.1684368447039,121.380271931438,
漕河泾开发区,14.0,9,31.1724543836457,121.393019043267,
桂林路,15.0,9,31.1771926024984,121.411220999969,
宜山路,16.0,9,31.1862087999999,121.4227293,
徐家汇,17.0,9,31.1974901999999,121.432365299999,
肇嘉浜路,18.0,9,31.2012897796558,121.445835536938,
嘉善路,19.0,9,31.2042741,121.456394999999,
打浦桥,20.0,9,31.2082335999999,121.4640097,
马当路,21.0,9,31.2112829,121.472029199999,
陆家浜路,22.0,9,31.213813,121.481149599999,
小南门,23.0,9,31.2190076,121.4940577,
商城路,24.0,9,31.2325383775897,121.512368415273,
世纪大道,25.0,9,31.2306940999999,121.5225108,
杨高中路,26.0,9,31.2295265972679,121.544054941693,
芳甸路,27.0,9,31.2343994,121.554419799999,
蓝天路,28.0,9,31.2429529,121.573897699999,
台儿庄路,29.0,9,31.2544453,121.5931398,
金桥,30.0,9,31.2631225999999,121.6072181,
金吉路,31.0,9,31.2666619,121.6247128,
金海路,32.0,9,31.2661403,121.635142299999,
顾唐路,33.0,9,31.2682620999999,121.652272399999,
民雷路,34.0,9,31.2704573,121.663802,
曹路,35.0,9,31.273409,121.6784911,
虹桥火车站,1.0,10,31.1961357999999,121.313746299999,
虹桥2号航站楼,2.0,10,31.1960009999999,121.321628999999,
虹桥1号航站楼,3.0,10,31.1932683999999,121.3427146,
上海动物园,4.0,10,31.1920984999999,121.3634133,
龙溪路,5.0,10,31.1963362,121.375700499999,
水城路,6.0,10,31.2012461,121.3876028,
伊犁路,7.0,10,31.2011073,121.398025899999,
宋园路,8.0,10,31.1983437999999,121.4079018,
虹桥路,9.0,10,31.1993408076471,121.41617470601,
交通大学,10.0,10,31.2041503,121.4306485,
上海图书馆,11.0,10,31.2100121999999,121.4396546,
陕西南路,12.0,10,31.2177863,121.4546929,
新天地,13.0,10,31.2180993,121.469943799999,一大会址·新天地
老西门,14.0,10,31.2209254,121.479017999999,
豫园,15.0,10,31.2299253999999,121.4828695,
南京东路,16.0,10,31.2402536999999,121.480150499999,
天潼路,17.0,10,31.2457501,121.4778075,
四川北路,18.0,10,31.2537236,121.4794725,
海伦路,19.0,10,31.2611718192305,121.484298501752,
邮电新村,20.0,10,31.2704149,121.4898084,
四平路,21.0,10,31.2768608999999,121.4971465,
同济大学,22.0,10,31.2844190999999,121.5020648,
国权路,23.0,10,31.2912547999999,121.5055912,
五角场,24.0,10,31.2997402,121.5100685,
江湾体育场,25.0,10,31.3050228,121.5099408,
三门路,26.0,10,31.3152516506943,121.503891459314,
殷高东路,27.0,10,31.3238015,121.5024309,
新江湾城,28.0,10,31.3307804,121.5023484,
国帆路,29.0,10,31.3416315022307,121.508782350093,
双江路,30.0,10,31.355694950326,121.535157849597,
高桥西,31.0,10,31.3536090144719,121.545051609672,
高桥,32.0,10,31.3547358313914,121.558731168256,
港城路,33.0,10,31.3554572058151,121.570603140778,
基隆路,34.0,10,31.3535312286807,121.586177936519,
嘉定北,1.0,11,31.3935895781592,121.23304027255,
嘉定西,2.0,11,31.3790494525194,121.223390980902,
白银路,3.0,11,31.347279863963,121.240882093733,
嘉定新城,4.0,11,31.3320793311108,121.249824158103,
马陆,5.0,11,31.3215960094134,121.272392116856,
陈翔公路,6.0,11,31.3083445300291,121.30233940799,
南翔,7.0,11,31.2988522729165,121.3185966361,
桃浦新村,8.0,11,31.2834828,121.3450707,
武威路,9.0,11,31.2783682999999,121.360077799999,
祁连山路,10.0,11,31.273409,121.372212299999,
李子园,11.0,11,31.2707614923913,121.3853374067,
上海西站,12.0,11,31.2658176685965,121.396543352797,
真如,13.0,11,31.2527094,121.402647,
枫桥路,14.0,11,31.2443442,121.4057154,
曹杨路,15.0,11,31.2403031,121.412222799999,
隆德路,16.0,11,31.2324037,121.418963299999,
江苏路,17.0,11,31.2214433,121.427010999999,
交通大学,18.0,11,31.2040391,121.4304645,
徐家汇,19.0,11,31.1963162,121.431360799999,
上海游泳馆,20.0,11,31.1812817,121.4367543,
龙华,21.0,11,31.1748452,121.448688499999,
云锦路,22.0,11,31.1695006,121.4538663,
龙耀路,23.0,11,31.1615085,121.455173399999,
东方体育中心,24.0,11,31.155447,121.4760334,
三林,25.0,11,31.1453957999999,121.507929,
三林东,26.0,11,31.1486403999999,121.518876699999,
浦三路,27.0,11,31.1531902,121.5350543,
康恒路,28.0,11,31.1564410999999,121.5492931,
御桥,29.0,11,31.1607277,121.567463499999,
罗山路,30.0,11,31.1555160002889,121.588866766568,
秀沿路,31.0,11,31.1403484,121.594217499999,
康新公路,32.0,11,31.1326896999999,121.613182699999,
迪士尼,33.0,11,31.1434305927087,121.663717440067,
洞泾,1.0,12,31.0881622592519,121.227482307788,
刘五公路,2.0,12,31.0915765561256,121.243212566515,
同乐路,3.0,12,31.0950479906593,121.265004676517,
千帆路,4.0,12,31.0942610256602,121.320525293201,
场西路,5.0,12,31.0953766886879,121.335035745557,
场东路,6.0,12,31.1018110893717,121.352639807182,
七莘路,7.0,12,31.1329928108102,121.35725992323,
虹莘路,8.0,12,31.1395765,121.3758226,
顾戴路,9.0,12,31.1432364,121.3874729,
东兰路,10.0,12,31.1577076,121.387148199999,
虹梅路,11.0,12,31.1622429,121.392692299999,
虹漕路,12.0,12,31.1662502,121.406127499999,
桂林公园,13.0,12,31.1697570666804,121.413645732377,
漕宝路,14.0,12,31.1701986797198,121.430326476694,
龙漕路,15.0,12,31.1720692999999,121.4389457,
龙华,16.0,12,31.1766509999999,121.4481765,
龙华中路,17.0,12,31.1863451390611,121.451697855726,
大木桥路,18.0,12,31.1956122070776,121.45945281039,
嘉善路,19.0,12,31.2046318999999,121.456367,
陕西南路,20.0,12,31.2168438,121.4540097,
南京西路,21.0,12,31.2304667,121.4579532,
汉中路,22.0,12,31.2436687298113,121.454186109385,
曲阜路,23.0,12,31.2444162,121.4672532,
天潼路,24.0,12,31.2457831,121.4779624,
国际客运中心,25.0,12,31.2521438,121.4939618,
提篮桥,26.0,12,31.2566383223257,121.50048879797,
大连路,27.0,12,31.2599240379127,121.508577963712,
江浦公园,28.0,12,31.2672443,121.5191022,
宁国路,29.0,12,31.2706832,121.5283015,
隆昌路,30.0,12,31.2776264999999,121.5407047,
爱国路,31.0,12,31.2819801999999,121.548280599999,
复兴岛,32.0,12,31.2830231,121.5569642,
东陆路,33.0,12,31.2846873,121.5746438,
巨峰路,34.0,12,31.2823102999999,121.5851422,
杨高北路,35.0,12,31.2833816064865,121.600525598844,
金京路,36.0,12,31.2818724,121.610790799999,
申江路,37.0,12,31.2823165999999,121.622610599999,
金海路,38.0,12,31.2653458999999,121.634451999999,
国家会展中心,1.0,13,31.193564426626,121.288260376344,
运乐路,2.0,13,31.2056877823292,121.279797496642,
季乐路,3.0,13,31.2141952013197,121.272997807592,
前湾公园,4.0,13,31.2222834999999,121.2670666,
纪翟路,5.0,13,31.2322546395302,121.274841177414,
金运路,6.0,13,31.2428046395769,121.314825003888,
金沙江西路,7.0,13,31.2430561999999,121.330664899999,
丰庄,8.0,13,31.2442808,121.3507104,
祁连山南路,9.0,13,31.2394923999999,121.3626932,
真北路,10.0,13,31.2340365,121.377559299999,
大渡河路,11.0,13,31.2336339999999,121.3896185,
金沙江路,12.0,13,31.2340803859122,121.408616003954,
隆德路,13.0,13,31.2322816,121.418897,
武宁路,14.0,13,31.2363368,121.4260872,
长寿路,15.0,13,31.2427819541964,121.433918845995,
江宁路,16.0,13,31.2461078,121.439864299999,
汉中路,17.0,13,31.2425517473814,121.454346412696,
自然博物馆,18.0,13,31.2377862,121.457925,
南京西路,19.0,13,31.2294277,121.4547881,
淮海中路,20.0,13,31.2218466999999,121.459833399999,
新天地,21.0,13,31.2179360999999,121.469819,一大会址·新天地
马当路,22.0,13,31.2116708999999,121.471752599999,
世博会博物馆,23.0,13,31.1992369,121.4770974,
世博大道,24.0,13,31.1846293278313,121.479821823956,
长清路,25.0,13,31.1759120212661,121.484089953478,
成山路,26.0,13,31.1734892501126,121.493018350201,
东明路,27.0,13,31.1748174197404,121.507469342092,
华鹏路,28.0,13,31.1784415449775,121.522260504387,
下南路,29.0,13,31.1814746139723,121.536249439908,
北蔡,30.0,13,31.182163023543,121.547809759484,
陈春路,31.0,13,31.1769860149943,121.553866251774,
莲溪路,32.0,13,31.1713211646514,121.56227823735,
华夏中路,33.0,13,31.1780284143243,121.578917102282,
中科路,34.0,13,31.1810277000513,121.59753935006,
学林路,35.0,13,31.1860407,121.6088323,
张江路,36.0,13,31.1915420978387,121.626926651421,
高科中路,37.0,13,31.206771274197,121.629347808692,
丹桂路,38.0,13,31.2239250833629,121.628560252759,
封浜,1.0,14,31.269456,121.2925591,
乐秀路,2.0,14,31.2672762,121.3092454,
临洮路,3.0,14,31.2650032999999,121.3263327,
嘉怡路,4.0,14,31.2612944999999,121.340732799999,
定边路,5.0,14,31.258265872382,121.357704872094,
真新新村,6.0,14,31.2572464999999,121.3674467,
真光路,7.0,14,31.2550635,121.3797034,
铜川路,8.0,14,31.2525788,121.392294499999,
真如,9.0,14,31.2524376999999,121.4019002,
中宁路,10.0,14,31.2469107,121.4100155,
曹杨路,11.0,14,31.2416559,121.417029699999,
武宁路,12.0,14,31.2347687,121.4264922,
武定路,13.0,14,31.2294501,121.4311464,
静安寺,14.0,14,31.2249231582813,121.443918403458,
黄陂南路,15.0,14,31.2256561999999,121.4679564,一大会址·黄陂南路
大世界,16.0,14,31.2286365,121.4751877,
豫园,17.0,14,31.2314615,121.4842395,
陆家嘴,18.0,14,31.2401682461992,121.497944641148,
浦东南路,19.0,14,31.2406302839747,121.508145849652,
浦东大道,20.0,14,31.2420700934503,121.515038409872,
源深路,21.0,14,31.2433745,121.526499599999,
昌邑路,22.0,14,31.2460556,121.535808299999,
歇浦路,23.0,14,31.2526656,121.547042,
龙居路,24.0,14,31.2594736,121.554702499999,
云山路,25.0,14,31.2521139999999,121.5677749,
蓝天路,26.0,14,31.2432189999999,121.573636199999,
黄杨路,27.0,14,31.2359808,121.5862834,
云顺路,28.0,14,31.2392916999999,121.5964372,
浦东足球场,29.0,14,31.2437063,121.6107535,
金粤路,30.0,14,31.2443209,121.6247466,
桂桥路,31.0,14,31.2526202,121.6309638,
顾村公园,1.0,15,31.3462293284658,121.368528861294,
锦秋路,2.0,15,31.3221876,121.377315999999,
丰翔路,3.0,15,31.3103095,121.376377599999,
南大路,4.0,15,31.3004988,121.375557599999,
祁安路,5.0,15,31.2934241999999,121.380264099999,
古浪路,6.0,15,31.2844541,121.387451999999,
武威东路,7.0,15,31.2771479354347,121.387403000206,
上海西站,8.0,15,31.2650985024864,121.396725562803,
铜川路,9.0,15,31.2534966525758,121.392745949997,
梅岭北路,10.0,15,31.245746116717,121.392102225596,
大渡河路,11.0,15,31.2346970680567,121.391302922644,
长风公园,12.0,15,31.2269010877409,121.391452139509,
娄山关路,13.0,15,31.2134703999999,121.3966585,天山路
红宝石路,14.0,15,31.2005784829971,121.393593548896,
姚虹路,15.0,15,31.1933467500962,121.40144699998,
吴中路,16.0,15,31.1860594579342,121.409252912404,
桂林路,17.0,15,31.1767304495585,121.413738105634,
桂林公园,18.0,15,31.1689829,121.414981899999,
上海南站,19.0,15,31.1585169604665,121.426035793405,
华东理工大学,20.0,15,31.1461156886504,121.424117068398,
罗秀路,21.0,15,31.1337004378013,121.431187365805,
朱梅路,22.0,15,31.1261604372046,121.433182949306,
景洪路,23.0,15,31.1117628,121.440235199999,
虹梅南路,24.0,15,31.1057049829376,121.42832279915,
景西路,25.0,15,31.1015160004303,121.413989050501,
曙建路,26.0,15,31.0926964107813,121.413034156653,
双柏路,27.0,15,31.0851991524051,121.4171111499,
元江路,28.0,15,31.0647762849736,121.427265960577,
永德路,29.0,15,31.0411868021627,121.438536599726,
紫竹高新区,30.0,15,31.0259169844436,121.446239909863,
兰香湖南路,31.0,15,31.0159651284929,121.45112056401,
西闸公路（暂名，预留）,32.0,15,31.0034394616244,121.456117759894,
汇丰北路,33.0,15,30.9701375211986,121.466163703122,
东方美谷大道,34.0,15,30.9521744452369,121.471949322736,
望园路,35.0,15,30.9345961004026,121.47975415039,
龙阳路,1.0,16,31.2052208,121.553453799999,
华夏中路,2.0,16,31.1766607490753,121.576725363344,
罗山路,3.0,16,31.1555838792937,121.589064700365,
周浦东,4.0,16,31.1123526907979,121.602729418479,
鹤沙航城,5.0,16,31.0800590869515,121.607066316434,
航头东,6.0,16,31.0572789886074,121.613264385524,
新场,7.0,16,31.0478433002228,121.644732650322,
野生动物园,8.0,16,31.052425909372,121.694843713155,
惠南,9.0,16,31.0560029999999,121.757317399999,
惠南东,10.0,16,31.0286243811655,121.789515060255,
书院,11.0,16,30.9615775507976,121.846354999447,
临港大道,12.0,16,30.9259539999999,121.906564099999,
滴水湖,13.0,16,30.9124996,121.924663799999,
虹桥火车站,1.0,17,31.1957535,121.313744399999,
国家会展中心,2.0,17,31.1921460571878,121.291820193486,
蟠龙路,3.0,17,31.1884238999999,121.274213799999,
徐盈路,4.0,17,31.1801149999999,121.2498298,
徐泾北城,5.0,17,31.177462024424,121.237322243625,
嘉松中路,6.0,17,31.1660537,121.2196941,
赵巷,7.0,17,31.1630875999999,121.1877018,
汇金路,8.0,17,31.1631754,121.1474612,
青浦新城,9.0,17,31.1607842999999,121.1210999,
漕盈路,10.0,17,31.1623209999999,121.0919563,
淀山湖大道,11.0,17,31.1361923,121.077405299999,
朱家角,12.0,17,31.1024894,121.044478299999,
东方绿舟,13.0,17,31.1005043,121.014895099999,
西岑,14.0,17,31.0726116999999,120.959894399999,
康文路,1.0,18,31.3372118380929,121.414440856691,
呼兰路,2.0,18,31.3415745218924,121.433079396547,
爱辉路,3.0,18,31.3460095252215,121.444636144395,
江杨南路,4.0,18,31.352092868733,121.46191832835,
长江西路,5.0,18,31.3481121518436,121.470541601143,
通南路,6.0,18,31.3395520204827,121.475217319967,
长江南路,7.0,18,31.3346907164472,121.484007460691,
殷高路,8.0,18,31.3235981999999,121.4909886,
上海财经大学,9.0,18,31.3099832973925,121.493633101423,
复旦大学,10.0,18,31.2982596,121.4953727,
国权路,11.0,18,31.2912405,121.5068632,
抚顺路,12.0,18,31.2860525999999,121.5113331,
江浦路,13.0,18,31.2760612999999,121.514502199999,
江浦公园,14.0,18,31.2665507,121.5193261,
平凉路,15.0,18,31.2610517,121.522529999999,
丹阳路,16.0,18,31.2569050999999,121.526050399999,
昌邑路,17.0,18,31.2460057999999,121.535732499999,
民生路,18.0,18,31.2383036,121.5402665,
杨高中路,19.0,18,31.2284759469891,121.544888893886,
迎春路,20.0,18,31.2232213,121.5467582,
龙阳路,21.0,18,31.2056725,121.5536268,
芳芯路,22.0,18,31.193162,121.5550397,
北中路,23.0,18,31.1852344,121.5571091,
莲溪路,24.0,18,31.1719186910292,121.561584739849,
御桥,25.0,18,31.1613294525305,121.567212949992,
康桥,26.0,18,31.136505902568,121.563087699995,
周浦,27.0,18,31.1167415887248,121.563431018653,
繁荣路,28.0,18,31.1056269025356,121.566161499996,
沈梅路,29.0,18,31.0939091660453,121.575747702383,
鹤涛路,30.0,18,31.074333539159,121.581814870549,
下沙,31.0,18,31.0567896525602,121.584818950005,
航头,32.0,18,31.0393345024972,121.592050199973,
上海宝山,1.0,19,31.4050944999999,121.441346,
铁通路,2.0,19,31.3942341020556,121.447946357665,
铁山路,3.0,19,31.3867206032331,121.451119020738,
兰岗路,4.0,19,31.3784735317517,121.456954347249,
泰和路,5.0,19,31.3648700277882,121.463156512142,
江杨南路,6.0,19,31.3518698056888,121.462019403794,
呼玛路,7.0,19,31.3451760972358,121.459283139592,
一二八纪念路,8.0,19,31.3316758253552,121.463070093096,
虹湾路,9.0,19,31.314005904248,121.463798153502,
车站北路,10.0,19,31.2978248664789,121.46294878728,
广灵四路,11.0,19,31.2896711449928,121.461741981856,
凉城路,12.0,19,31.2812346258519,121.465566475562,
